,02D1,02D2,02G1,02G2,04D1,04D2,04G1,04G2,08D1,08D2,08G1,08G2,09D1,09D2,09G1,09G2,11D1,11D2,11G1,11G2,12D1,12D2,12G1,12G2,16D1,16D2,16G1,16G2,18D1,18D2,18G1,18G2,19G1,19G2,20D1,20D2,20G1,20G2,23D1,23D2,23G1,23G2,24D1,24D2,24G1,24G2,25D1,25D2,25G1,25G2,26D1,26D2,26G1,26G2,28D1,28D2,28G1,28G2,30D1,30D2,30G1,30G2,32D1,32D2,32G1,32G2,33D1,33D2,33G1,33G2,35D1,35D2,35G1,35G2,36D1,36D2,36G1,36G2,37D1,37D2,37G1,37G2,39D1,39D2,39G1,39G2,40D1,40D2,40G1,40G2,41D1,41D2,41G1,41G2
33D2,0.85357703,0.396303621,0.579212985,2.774125347,2.987519605,1.158425969,1.768123848,3.26188365,4.11546068,5.060492392,3.597217483,0.091454682,2.133942575,1.981518105,2.164427469,2.835095135,2.652185772,1.371820227,0.609697879,0.091454682,1.585214484,0.365818727,3.10945918,2.347336832,0.091454682,0.762122348,2.133942575,3.10945918,6.767646452,7.224919861,2.194912363,1.402305121,0.548728091,0.731637454,0.457273409,0.548728091,2.255882151,3.444793014,3.627702377,4.176430468,4.389824725,4.725158559,3.10945918,3.231398756,3.505762802,3.41430812,3.96303621,3.810611741,4.511764301,4.603218983,1.066971287,0.304848939,3.658187271,3.566732589,4.725158559,5.182431967,4.999522604,5.060492392,5.97503921,5.944554316,5.182431967,5.426311119,4.542249195,3.505762802,0.518243197,0.70115256,0.457273409,0,0.335333833,0.335333833,1.402305121,1.615699378,1.371820227,0.304848939,0.396303621,3.475277908,2.255882151,1.036486393,3.078974287,1.097456181,0.823092136,0.579212985,0.213394257,1.432790015,1.920548317,2.56073109,3.383823226,3.719157059,3.566732589,1.341335333,4.145945574,4.389824725,1.798608742,4.084975786
33G1,2.858499565,0.731637454,2.106297589,1.745666781,3.453176918,0.823092136,2.124315801,1.954647217,3.401627966,4.725158559,2.076402052,0.924423326,1.546595112,1.891059078,1.542620527,1.915838597,1.396694375,1.107745809,1.177933485,0.661654315,2.45945966,0.030484894,1.668489045,1.642858351,3.029801205,3.046030531,2.02544042,2.232227699,6.432312618,6.889586027,1.586658772,2.730786778,0.979613466,0.885538134,2.605030359,2.531568533,3.350339866,1.908115033,3.578898144,4.206141736,2.205676862,2.215827875,2.929250675,1.599744972,1.802633764,1.803680071,2.805114386,2.873549119,2.608123852,2.649456088,2.732495786,3.806705434,2.314115647,2.961848883,3.934600692,5.089487303,2.57213172,2.692808537,5.692933732,5.392343197,2.606970053,3.553703139,4.314929186,4.862908881,0.823014615,1.272559638,3.488095231,0.335333833,0,1.161526185,2.544238637,1.951033211,1.304964985,0.841708685,4.257633737,3.139944074,1.366448003,0.77134906,4.324453476,3.688737405,1.653921802,1.460882056,3.453724907,1.097456181,1.043706647,1.809226997,4.868450262,3.383823226,2.072769121,1.152477687,4.896267085,4.054490892,1.271464643,1.862932701
33G2,3.917277105,0.731637454,2.749876149,2.245430927,4.350447448,0.823092136,2.780610068,2.449761111,3.973391949,4.725158559,2.551926655,1.498668398,2.578357551,2.973407387,1.717721527,1.926470278,1.737202086,1.840828378,1.356750977,0.777843384,3.328552689,0.030484894,1.954009485,1.867375432,3.928095107,4.058436302,2.142838027,2.46822497,6.432312618,6.889586027,1.598336159,1.853383483,1.259768775,1.467837845,3.40556644,3.115551059,4.125009963,2.686823067,4.49239582,5.061889278,2.690912625,2.479441928,3.421093469,2.207694568,1.671841867,1.682536491,3.671214403,3.809329024,3.222424397,3.26415181,3.565995026,4.552394321,1.916119912,2.520779744,4.820293725,5.92580903,2.723030935,3.018787015,6.479151582,6.121226091,3.094651043,4.170524519,5.198862007,5.830561317,1.171087221,1.64719328,4.003362629,0.335333833,1.161526185,0,3.472850521,1.951033211,1.499988686,0.779147916,5.027063183,3.139944074,2.054039925,1.325573104,4.946708593,4.281640159,2.1258737,1.506435155,4.356513327,1.097456181,1.600820597,2.591889678,5.697958674,3.383823226,1.559816033,1.09405023,5.909010755,4.054490892,1.296783077,2.371657613
35D1,1.879205944,1.798608742,2.232624706,2.560975902,1.528062388,0.243879151,2.084520676,2.250079815,2.145490384,3.658187271,3.458076924,3.626040446,1.84314937,1.310479456,3.484641189,3.867593831,3.123210598,3.051928116,2.752033978,2.891209498,1.29276521,1.036486393,3.904570117,3.820390804,2.993855244,2.708974976,3.666046872,3.56650347,5.365341331,5.82261474,3.510523701,3.619137195,3.945826368,3.495816814,0.957948319,1.491395891,3.416996125,2.149896735,1.570420212,2.126674234,3.040438041,3.27815405,2.098284976,2.522728018,3.040515781,3.407980058,2.403856992,1.498461457,2.893403514,3.256407609,2.507479234,3.872990473,4.736012885,5.138672739,2.917623132,3.731405741,3.102848485,2.94768885,3.912768067,3.829583943,3.051369407,2.620402017,2.689860024,3.200805583,2.784593415,2.560810019,2.175869811,1.402305121,2.544238637,3.472850521,0,3.018004499,3.100836049,2.811858127,2.675809676,2.072972787,3.030810849,3.211630341,1.995258202,1.660188273,2.981279775,2.966781882,1.59975734,0.030484894,2.773404222,2.358768223,2.857417421,2.316851938,3.966161544,3.460799006,3.239650851,2.987519605,3.416535963,2.543519487
35D2,0.762122348,1.219395757,2.194912363,4.389824725,4.603218983,2.774125347,3.383823226,4.877583028,5.731160058,6.67619177,5.212916861,1.70715406,3.749641953,3.597217483,3.780126847,4.450794513,4.26788515,2.987519605,1.0060015,1.70715406,0.030484894,1.981518105,4.725158559,3.96303621,1.70715406,0.85357703,0.518243197,1.493759802,8.38334583,8.840619239,0.579212985,0.213394257,1.066971287,0.884061924,2.072972787,2.164427469,3.871581529,5.060492392,5.243401755,5.792129846,6.005524103,6.340857937,4.725158559,4.847098134,5.12146218,5.030007498,5.578735589,5.426311119,6.127463679,6.218918361,0.548728091,1.310850439,2.042487893,1.951033211,6.340857937,6.798131346,6.615221982,6.67619177,7.590738588,7.560253694,6.798131346,7.042010497,6.157948573,5.12146218,2.133942575,2.316851938,1.158425969,1.615699378,1.951033211,1.951033211,3.018004499,0,0.243879151,1.920548317,2.012002999,5.090977286,0.640182772,0.579212985,4.694673665,2.713155559,2.438791514,2.194912363,1.402305121,3.048489393,3.536247695,4.176430468,4.999522604,5.334856437,5.182431967,2.957034711,5.761644952,6.005524103,3.41430812,5.700675164
35G1,3.126418286,0.975516606,2.111800663,2.058740236,3.928212958,2.530246196,2.259865126,2.417118239,3.733921333,6.432312618,3.2410952,1.962386375,2.511696267,2.724083322,2.493987063,2.869232957,2.453216735,2.180626295,0.641190339,1.041645299,2.657194361,1.737638954,2.821480986,2.721172695,4.015239119,3.901128528,0.804383203,1.055651072,8.139466678,8.596740087,1.105608771,2.312708278,1.780794573,1.580769083,3.183712421,3.064441972,4.044347102,2.919412871,4.078059808,4.564215347,2.998070673,3.045372721,3.693644512,2.375207683,2.707988181,2.807187405,3.924913049,3.824137782,3.383804822,3.460398785,3.646787798,4.81352683,1.621584915,2.25226256,4.598317704,5.455785423,2.931236202,3.051362228,6.198633515,5.886752854,3.373129423,4.090717411,4.808809039,5.291297026,1.206800638,1.373350729,3.730119447,1.371820227,1.304964985,1.499988686,3.100836049,0.243879151,0,1.377369967,4.235222565,4.847098134,1.232989676,0.834104704,4.867239652,4.131229803,1.403674561,1.272342494,3.770472392,2.804610241,2.188758914,2.830738938,5.180174993,5.090977286,2.840283538,1.93006631,5.527117688,5.761644952,2.26862316,2.968902527
35G2,3.318859325,0.70115256,2.115167559,1.894972834,3.676452438,0.85357703,2.190345672,1.960210092,3.346116937,4.755643453,2.519176929,1.456738324,2.216796493,2.461806528,1.992882916,2.266874667,1.84350199,1.829923969,0.980410385,0.761304509,2.731138096,0.060969788,2.045037766,2.077269341,3.685532416,3.653523673,2.149400237,2.297021016,6.462797512,6.920070921,1.556202123,2.279965779,1.361136741,1.498573054,2.812230736,2.607546994,3.456687626,2.200880483,3.92630726,4.467455089,2.421178495,2.300291148,3.055585794,1.849663163,1.627299425,1.863294208,3.340495017,3.274336394,2.81199909,2.973805215,3.12427467,4.38054771,2.230691782,3.018714545,4.189117295,5.279390745,2.521966873,2.73360628,5.81438615,5.456238474,2.769395908,3.602171302,4.559377236,5.176953783,0.749918014,1.098345136,3.389246211,0.304848939,0.841708685,0.779147916,2.811858127,1.920548317,1.377369967,0,4.309100277,3.170428968,1.584305845,0.884686212,4.260206288,3.578026836,1.839652131,1.548947139,3.715096439,1.127941075,1.318433537,2.092575324,4.985395224,3.41430812,1.935043035,1.479090267,5.293766651,4.084975786,1.580528573,2.02432054
36D1,2.324493587,0.792607242,2.63531138,3.651441811,1.763864862,0.762122348,2.666004379,3.32767371,2.232300604,4.664188771,5.35934959,4.562211881,3.916322598,3.31349655,5.513418299,5.873966013,4.680028936,4.46669794,3.891080631,4.511870668,2.967255337,0.030484894,4.969209858,5.112254442,5.095878669,4.615366999,4.524066408,4.17755189,6.371342831,6.82861624,4.211799039,4.999909959,4.760849084,4.500430976,3.295877218,3.743955923,2.994806094,3.762332013,2.465701746,2.137599543,4.337960226,4.663753316,4.21673905,3.934750866,4.900689057,5.403970572,4.190136445,3.249403357,3.96003996,4.457755539,4.340007116,5.931590893,5.232210539,6.408223321,2.509678527,2.326495325,4.181790393,3.879365227,3.009975246,2.800886806,4.20914061,2.941609193,2.464575928,2.638552082,4.089405762,3.58872131,3.858175899,0.396303621,4.257633737,5.027063183,2.675809676,2.012002999,4.235222565,4.309100277,0,3.078974287,3.446112024,3.710234881,2.921071888,2.656206487,3.326024256,4.459658546,2.190561964,1.036486393,4.481595755,3.887167331,1.650328204,3.322853438,5.730556254,5.304187563,3.159360953,3.993521104,5.365920157,4.304153374
36D2,4.328854938,3.871581529,2.896064923,0.70115256,0.487758303,2.316851938,1.70715406,0.213394257,0.640182772,1.585214484,0.121939576,3.383823226,1.341335333,1.493759802,1.310850439,0.640182772,0.823092136,2.103457681,4.084975786,3.383823226,5.060492392,3.10945918,0.365818727,1.127941075,3.383823226,4.237400256,5.609220482,6.584737088,3.292368544,3.749641953,5.67019027,4.877583028,4.024005998,4.206915362,3.018004499,2.926549817,1.219395757,0.030484894,0.15242447,0.70115256,0.914546818,1.249880651,0.365818727,0.243879151,0.030484894,0.060969788,0.487758303,0.335333833,1.036486393,1.127941075,4.542249195,3.780126847,7.133465179,7.042010497,1.249880651,1.70715406,1.524244696,1.585214484,2.499761302,2.469276408,1.70715406,1.951033211,1.066971287,0.030484894,2.957034711,2.774125347,3.932551317,3.475277908,3.139944074,3.139944074,2.072972787,5.090977286,4.847098134,3.170428968,3.078974287,0,5.731160058,4.511764301,0.396303621,2.377821726,2.652185772,2.896064923,3.688672165,2.042487893,1.55472959,0.914546818,0.091454682,0.243879151,0.091454682,2.133942575,0.670667666,0.914546818,1.676669166,0.609697879
36G1,2.237838839,1.85957853,1.92183361,2.451606967,3.327010369,3.41430812,2.259795513,2.612077699,3.641385095,7.316374542,3.213930123,1.672828236,2.314066769,2.327379097,2.810512011,3.204415305,2.542801113,2.069302025,1.266605932,1.574055325,2.507259786,2.621700878,2.741958303,2.652052461,3.552117072,3.484627289,1.763750428,1.503458489,9.023528602,9.480802011,1.337238844,3.128240632,1.691416731,1.415977811,3.145380699,3.316313344,3.09869623,2.690461476,3.64297307,4.07513722,3.141767643,3.285949703,3.548866032,2.519855382,3.011594273,3.12934406,3.371745388,3.31889497,3.314406647,3.448819986,2.87758669,4.227361183,2.021793183,3.015126202,3.84543577,4.700986377,3.488610045,3.503383568,5.2769957,5.006646604,3.480285262,3.980436877,4.407491787,4.747321135,1.493788304,1.602748024,4.283527778,2.255882151,1.366448003,2.054039925,3.030810849,0.640182772,1.232989676,1.584305845,3.446112024,5.731160058,0,0.727185338,4.436063617,3.639327223,1.844467843,2.131983399,2.945266549,3.688672165,2.1272427,2.459553516,4.69762003,5.97503921,3.359160194,2.394264784,4.575831563,6.645706876,2.558551377,2.930942234
36G2,2.635464782,0.640182772,1.883338538,1.993106811,3.440349928,2.194912363,2.083319515,2.188580833,3.470511282,6.096978785,2.784263346,1.304436393,2.094613688,2.263697858,2.246382129,2.617916406,2.101902088,1.757706802,0.719449041,0.859020558,2.878426722,1.402305121,2.221520092,2.161365908,3.748708673,3.825070546,1.589501656,1.609073951,7.804132845,8.261406254,1.102805662,2.536071374,1.267180479,1.107278781,3.333104306,3.411682737,3.149990178,2.387947562,3.705440808,4.138597265,2.695285217,2.742767025,3.280996989,2.061041036,2.3469302,2.4708929,3.266421535,3.32095761,3.004009004,3.123451566,3.169057287,4.417874936,1.788416138,2.747597393,3.817286389,4.737081292,2.916908494,3.015435628,5.360061614,5.038738037,3.063947805,3.771167869,4.458382024,4.939625621,0.862431542,1.134480814,4.497675706,1.036486393,0.77134906,1.325573104,3.211630341,0.579212985,0.834104704,0.884686212,3.710234881,4.511764301,0.727185338,0,4.541434658,3.79952723,1.497322879,1.554718104,3.247550617,2.469276408,1.631659394,2.222422209,4.846158578,4.755643453,2.632326253,1.752545082,4.770434294,5.426311119,1.946671387,2.45937749
37D1,3.29046835,3.475277908,3.684660315,4.121163592,2.155399478,1.920548317,3.537494979,3.551466762,2.481853165,1.981518105,4.998177285,5.009572878,3.793516704,3.319290793,5.15919093,5.454125621,4.52133527,4.612880067,4.355276818,4.566985782,2.807315975,2.713155559,5.10962749,5.133619362,4.487858834,4.193313164,5.481073868,5.318885773,3.688672165,4.145945574,4.82124495,3.898253083,5.282057868,5.002223011,2.129640179,2.37502789,3.945679402,3.57490166,2.410810052,2.516069972,4.421495239,4.532745949,2.760906244,4.070211487,4.120407225,4.697431892,3.55926259,2.556354577,4.123580336,4.657353761,3.729149893,5.186670395,6.092135493,6.906326825,3.12923531,3.75228915,4.183333408,4.069284242,3.695767764,3.568607899,4.239718561,3.118635246,3.17694846,3.749375599,4.407943448,4.082387952,2.191821905,3.078974287,4.324453476,4.946708593,1.995258202,4.694673665,4.867239652,4.260206288,2.921071888,0.396303621,4.436063617,4.541434658,0,0.995709874,4.279901768,4.604406384,2.386025309,1.646184272,4.345724469,3.815967789,2.699166664,0.640182772,5.21098021,5.14736063,3.809681396,1.310850439,5.02285015,3.787628076
37D2,2.746882996,1.493759802,3.186176248,3.790082074,2.142666322,0.060969788,3.168982557,3.285362352,2.592797313,3.96303621,4.699999293,4.370150826,3.436521926,3.000601504,4.691996221,5.030624129,4.070787407,4.088812985,3.636305167,3.895455273,2.086139318,0.731637454,4.668758265,4.641395708,4.095736514,3.79693981,4.756319124,4.536738733,5.67019027,6.127463679,4.008299464,2.651392532,4.593020632,4.31361083,1.600408977,1.836687655,3.661040995,3.3532495,2.491351641,2.738360738,4.242456173,4.339998989,2.532095056,3.773818231,3.741845812,4.306668088,3.403346795,2.512606506,4.029515909,4.538633719,3.15207913,4.803434233,5.260227581,6.106392827,3.206541858,3.963123237,4.050632717,3.992349181,4.07005409,3.887409027,4.17128505,3.333225404,3.49989245,4.010120721,3.794186381,3.498440557,1.793502559,1.097456181,3.688737405,4.281640159,1.660188273,2.713155559,4.131229803,3.578026836,2.656206487,2.377821726,3.639327223,3.79952723,0.995709874,0,3.716048544,4.004601957,1.877316773,0.335333833,3.870540478,3.489253807,3.072495102,2.621700878,4.806865735,4.596912595,3.991793405,3.292368544,4.507058845,3.564984887
37G1,2.546771105,1.219395757,1.962722608,1.485354309,2.982304498,0.335333833,1.740911242,1.750084224,2.833768004,4.237400256,3.242375425,2.319738843,2.013223118,2.147213834,2.565139939,2.975880667,2.214221716,2.121682134,1.242624706,1.497672664,2.917621299,0.457273409,2.616128906,2.571210249,4.226241443,4.356034906,1.771226048,2.055038791,5.944554316,6.401827725,1.705750117,2.5592253,2.354156829,2.048509807,3.249438783,3.294962778,3.580699131,2.548203916,2.995636507,3.326285657,2.665393458,2.757864625,2.883769245,2.007551052,2.406495318,2.673499413,3.181698984,3.103415938,3.013006822,3.180774906,3.898390951,5.080048076,2.671452095,3.30119378,3.369149261,4.142691588,2.069667987,2.143343037,5.078080086,4.741744887,2.899926552,3.303368975,4.045633751,4.661439101,1.6661938,1.527303546,4.377710248,0.823092136,1.653921802,2.1258737,2.981279775,2.438791514,1.403674561,1.839652131,3.326024256,2.652185772,1.844467843,1.497322879,4.279901768,3.716048544,0,0.967389995,3.001856889,0.609697879,2.35795416,2.740186202,4.415126653,2.896064923,2.882495742,2.235785017,4.626499771,3.566732589,2.495832145,2.607737576
37G2,3.3197577,0.975516606,2.622659448,1.957872299,3.819848559,0.579212985,2.473975989,2.251735205,3.563157676,4.481279407,3.090459502,2.215741456,2.245009362,2.602428041,2.035322235,2.442278214,1.906242455,1.990082397,1.228789069,0.980097808,2.810678705,0.213394257,2.507017645,2.336989234,4.064242956,4.219085585,1.730567747,2.190455709,6.188433467,6.645706876,1.394262583,1.726721291,2.073111454,1.860047557,2.948546215,2.644236662,4.417923797,2.855306989,3.703449376,4.247600596,2.907987361,2.846828545,2.913580438,2.285301559,2.032343529,2.166680524,3.474991712,3.50167139,3.411177161,3.489985997,3.894266485,4.931140643,2.315836453,2.641403567,4.364115698,5.38081677,2.35007817,2.59940395,6.280737028,5.936423736,3.230866791,3.965998909,4.843945131,5.485303395,1.644552634,1.797323545,3.545205234,0.579212985,1.460882056,1.506435155,2.966781882,2.194912363,1.272342494,1.548947139,4.459658546,2.896064923,2.131983399,1.554718104,4.604406384,4.004601957,0.967389995,0,3.70366445,0.85357703,2.26930466,2.987251411,5.261767053,3.139944074,2.324959713,1.636738934,5.675235271,3.810611741,1.951657846,2.688925634
39D1,1.199170804,0.182909364,3.115772729,3.668636534,1.765639631,1.371820227,3.084168519,3.412744973,3.031152248,5.273886649,4.556715679,3.807750248,2.831213696,2.338676893,4.422185345,4.85793042,3.721605063,3.494503573,3.507968696,3.721499842,1.557130051,0.579212985,4.248329228,4.174415829,3.538768012,3.33104753,4.236421806,4.024884407,6.981040709,7.438314118,3.435126027,2.819294499,4.013930912,3.636291349,1.701457881,2.217831438,3.450800111,3.368700187,1.797436031,2.201601419,4.264843111,4.512906432,2.607255101,3.720386288,4.085515664,4.434322101,2.873161145,2.208679643,4.100109765,4.444403926,2.889750906,4.393968795,4.69195548,5.649787921,2.617868435,3.477896474,4.21933143,4.070502143,4.160728003,4.019517836,4.284842433,3.660097438,3.344546096,3.603145267,3.758113833,3.534279266,2.777616161,0.213394257,3.453724907,4.356513327,1.59975734,1.402305121,3.770472392,3.715096439,2.190561964,3.688672165,2.945266549,3.247550617,2.386025309,1.877316773,3.001856889,3.70366445,0,1.646184272,3.872915453,3.51065701,3.118448185,3.932551317,5.036184381,4.395837951,3.496570901,4.603218983,4.382234438,3.760697871
39D2,2.286367044,1.829093636,0.85357703,1.341335333,1.55472959,0.274364045,0.335333833,1.829093636,2.682670666,3.627702377,2.164427469,1.341335333,0.70115256,0.548728091,0.731637454,1.402305121,1.219395757,0.060969788,2.042487893,1.341335333,3.018004499,1.066971287,1.676669166,0.914546818,1.341335333,2.194912363,3.566732589,4.542249195,5.334856437,5.792129846,3.627702377,2.835095135,1.981518105,2.164427469,0.975516606,0.884061924,0.823092136,2.012002999,2.194912363,2.743640453,2.957034711,3.292368544,1.676669166,1.798608742,2.072972787,1.981518105,2.530246196,2.377821726,3.078974287,3.170428968,2.499761302,1.737638954,5.090977286,4.999522604,3.292368544,3.749641953,3.566732589,3.627702377,4.542249195,4.511764301,3.749641953,3.993521104,3.10945918,2.072972787,0.914546818,0.731637454,1.890063423,1.432790015,1.097456181,1.097456181,0.030484894,3.048489393,2.804610241,1.127941075,1.036486393,2.042487893,3.688672165,2.469276408,1.646184272,0.335333833,0.609697879,0.85357703,1.646184272,0,0.487758303,1.127941075,1.951033211,2.286367044,2.133942575,0.091454682,2.713155559,2.957034711,0.365818727,2.652185772
39G1,3.301205988,2.316851938,2.24234952,1.709710958,3.44795849,0.762122348,2.190409172,1.791959812,3.286475312,3.139944074,1.303086608,1.07903345,1.631366371,1.944964266,1.581594591,1.708955197,1.363690043,1.264353962,1.961104888,1.535344735,3.091769323,1.55472959,1.1477745,1.495660658,3.02454377,3.018554933,2.844836587,3.035368681,4.847098134,5.304371543,2.584164308,3.966429049,1.406839104,1.558504306,3.005467449,3.01814761,2.853706596,1.270333423,3.682527552,4.276312007,1.487044422,1.443962208,3.16159797,1.133465729,1.645191531,1.592003098,2.578399242,2.674189087,1.885863826,1.882383635,2.785624634,3.678511135,3.113123173,3.722993653,3.74144248,4.918987995,2.411942171,2.491668888,5.281367355,4.985843179,1.9007768,3.144275652,4.029672066,4.626006922,1.151589411,1.532085318,3.960955342,1.920548317,1.043706647,1.600820597,2.773404222,3.536247695,2.188758914,1.318433537,4.481595755,1.55472959,2.1272427,1.631659394,4.345724469,3.870540478,2.35795416,2.26930466,3.872915453,0.487758303,0,1.083894267,4.76116087,1.798608742,1.783236302,1.399365808,4.538927373,2.469276408,1.263526545,1.117891987
39G2,2.944259168,2.957034711,1.991508189,1.823267624,2.742875149,1.402305121,1.918055322,1.680290088,2.74359397,2.499761302,1.649693703,1.909350664,1.638083482,1.58901074,2.473548846,2.595203422,2.156948572,1.966683269,2.535099815,2.392288721,3.008208807,2.194912363,1.902707817,2.339231389,2.9810634,2.69732961,3.441563884,3.486392793,4.206915362,4.664188771,3.30331167,5.193780396,2.30721819,2.36032097,2.859542865,3.100160185,1.857589084,0.580780489,3.155592326,3.672400845,1.3095618,1.543389351,3.247339616,1.146033585,2.311412163,2.415967636,2.331870566,2.082777552,1.223271207,1.399268291,2.647373322,3.665802694,3.967281958,4.644728167,2.943452903,4.070258214,2.572817799,2.453522796,4.283443605,4.026800947,1.511935728,2.412514661,3.098722296,3.656487622,1.799212261,1.859778793,3.856800155,2.56073109,1.809226997,2.591889678,2.358768223,4.176430468,2.830738938,2.092575324,3.887167331,0.914546818,2.459553516,2.222422209,3.815967789,3.489253807,2.740186202,2.987251411,3.51065701,1.127941075,1.083894267,0,3.904361349,1.158425969,2.690420415,2.423888226,3.521876361,1.829093636,2.268295661,1.070258733
40D1,3.291689995,3.780126847,3.29213535,3.991655217,1.685576259,2.225397257,3.151439668,3.570109759,2.157521154,1.676669166,5.346579255,5.425135664,4.17331084,3.532735938,5.873350572,6.142508239,5.433490697,5.277649235,4.793555133,5.241965605,3.84651648,3.018004499,5.52710392,5.856319359,5.532155446,4.854356197,5.545113568,5.307195327,3.383823226,3.841096635,5.625235995,6.936458118,5.705314905,5.549882774,3.734391465,4.263176093,2.800897341,3.701814269,2.502159008,1.952823967,4.240802947,4.601775551,4.540875016,4.074416938,5.201410218,5.675640392,4.431983573,3.222932959,3.67799138,4.184534956,4.945370888,6.371497482,6.672374975,7.413494452,1.851496731,1.022214868,4.324904916,3.927416597,1.716719681,1.568732119,3.956156366,2.350994872,1.33302227,1.540474183,4.706803653,4.242026955,3.91015184,3.383823226,4.868450262,5.697958674,2.857417421,4.999522604,5.180174993,4.985395224,1.650328204,0.091454682,4.69762003,4.846158578,2.699166664,3.072495102,4.415126653,5.261767053,3.118448185,1.951033211,4.76116087,3.904361349,0,0.335333833,6.020744465,5.795210975,2.326554562,1.0060015,5.765967472,4.276767716
40D2,4.572734089,4.11546068,3.139944074,0.945031712,0.731637454,2.56073109,1.951033211,0.457273409,0.396303621,1.341335333,0.121939576,3.627702377,1.585214484,1.737638954,1.55472959,0.884061924,1.066971287,2.347336832,4.328854938,3.627702377,5.304371543,3.353338332,0.609697879,1.371820227,3.627702377,4.481279407,5.853099634,6.82861624,3.048489393,3.505762802,5.914069422,5.12146218,4.26788515,4.450794513,3.26188365,3.170428968,1.463274908,0.274364045,0.091454682,0.457273409,0.670667666,1.0060015,0.609697879,0.487758303,0.213394257,0.304848939,0.243879151,0.091454682,0.792607242,0.884061924,4.786128346,4.024005998,7.37734433,7.285889648,1.0060015,1.463274908,1.280365545,1.341335333,2.255882151,2.225397257,1.463274908,1.70715406,0.823092136,0.213394257,3.200913862,3.018004499,4.176430468,3.719157059,3.383823226,3.383823226,2.316851938,5.334856437,5.090977286,3.41430812,3.322853438,0.243879151,5.97503921,4.755643453,0.640182772,2.621700878,2.896064923,3.139944074,3.932551317,2.286367044,1.798608742,1.158425969,0.335333833,0,0.15242447,2.377821726,0.426788515,0.670667666,1.920548317,0.365818727
40G1,4.693458109,3.96303621,3.523905745,2.486062439,4.648869697,2.40830662,3.32852491,2.604934495,4.143780715,1.493759802,2.007885832,2.140297257,2.768736922,3.273042287,1.47119963,1.293181464,1.437705179,2.051655354,2.634269433,1.957795768,4.278013858,3.200913862,1.387915374,1.514522124,4.177704081,4.5297942,3.406969665,3.84608916,3.200913862,3.658187271,2.997512086,3.692496312,2.153595421,2.392223413,3.988761328,3.685920161,4.40477791,2.615017582,4.664353622,5.240876181,2.343937209,1.905382639,3.442290352,2.191057273,1.142000933,0.842810394,3.414667683,3.771862229,2.99985138,2.935584157,4.127557887,4.717287126,3.338134432,3.631681149,4.847403496,6.046199452,2.398942457,2.779264148,6.501062626,6.136403563,2.680147239,4.073561023,5.30794502,6.070918179,2.131330001,2.518876662,4.740440564,3.566732589,2.072769121,1.559816033,3.966161544,5.182431967,2.840283538,1.935043035,5.730556254,0.091454682,3.359160194,2.632326253,5.21098021,4.806865735,2.882495742,2.324959713,5.036184381,2.133942575,1.783236302,2.690420415,6.020744465,0.15242447,0,1.342027108,6.00563655,0.823092136,1.22215476,1.969450142
40G2,3.834729734,1.737638954,3.081182842,2.235653971,4.325557976,0.182909364,2.98405642,2.548222579,4.159998227,3.719157059,1.817841244,1.138793687,2.050168514,2.625776303,0.682712689,0.961074802,0.868203933,1.011007363,1.960008679,1.086339867,3.458028823,0.975516606,1.161786599,0.926205718,3.319094901,3.65490237,2.471063718,2.917364922,5.426311119,5.883584528,2.078726018,2.567597636,1.087400892,1.152324008,3.437500065,3.227754527,4.205004851,2.448860714,4.282774107,4.9476562,2.407659889,2.240507121,3.277974945,2.012349961,1.634580752,1.21327776,3.043435641,3.464566771,3.022976162,2.885751929,3.3890114,3.96221641,2.43044229,2.721811039,4.666242311,5.883174398,2.702975963,2.950638132,6.477384167,6.171597985,2.859487018,4.182139031,5.102483013,5.713883195,1.567781205,2.103921903,4.355464294,1.341335333,1.152477687,1.09405023,3.460799006,2.957034711,1.93006631,1.479090267,5.304187563,2.133942575,2.394264784,1.752545082,5.14736063,4.596912595,2.235785017,1.636738934,4.395837951,0.091454682,1.399365808,2.423888226,5.795210975,2.377821726,1.342027108,0,5.651465816,3.048489393,0.452053132,2.102663884
41D1,3.178611538,4.542249195,3.859008157,4.236190312,2.288322865,2.987519605,3.717417196,3.993870421,3.401519193,0.914546818,4.62520334,4.818325915,3.847363832,3.28000289,5.553637712,5.7382112,4.742120655,4.489727628,5.289289792,5.454531042,4.076915673,3.780126847,4.834083128,5.09007838,4.27336464,3.762993488,5.891629335,5.743600236,2.621700878,3.078974287,5.594469742,8.749671723,5.245373488,4.98610373,4.042909537,4.658333761,2.69388208,3.412929166,2.719862878,2.657391515,3.938118926,4.405718959,4.972139928,3.99029474,5.404614934,5.599293967,3.446700552,2.691909037,3.302936341,3.517547954,4.112945279,4.905825968,6.476928848,7.550826188,2.394430337,2.401380991,4.775120478,4.331940652,1.921203989,2.210769627,3.704922732,2.881624513,1.496530192,1.009678403,4.902287624,4.653511242,5.124909911,4.145945574,4.896267085,5.909010755,3.239650851,5.761644952,5.527117688,5.293766651,3.159360953,0.670667666,4.575831563,4.770434294,3.809681396,3.991793405,4.626499771,5.675235271,3.496570901,2.713155559,4.538927373,3.521876361,2.326554562,0.426788515,6.00563655,5.651465816,0,0.243879151,5.54552989,4.090511136
